survey_id,school_number,school_sliders,school_poppers,school_dimpling
DE371,26,1,0,0
DE371,27,1,0,0
DE371,28,1,0,0
DE371,29,0,0,1
DE371,30,1,0,0
DE371,31,1,0,1
DE371,32,1,0,0
DE371,33,0,0,1
DE371,34,100,0,100
JE306,1,0,1,0
JE306,2,0,1,0
JE306,3,1,0,0
JE306,4,1,1,0
JE306,5,10,0,0
JE306,6,10,0,0
JE306,7,0,1,0
JE306,8,1,0,0
JE306,9,0,1,0
JE306,10,0,1,0
JE306,11,10,0,0
JE306,12,10,0,0
JE306,13,100,0,0
JE306,14,100,0,0
JE306,15,0,1,0
JE306,16,10,1,0
JE306,17,1,1,10
JE306,18,100,0,0
JE306,19,10,1,0
JE306,20,10,1,0
JE306,21,100,10,100
JE306,22,0,0,10
JE306,23,1,0,0
JE306,24,1,0,1
JE306,25,1,10,0
JE306,26,10,1,0
JE306,27,0,10,10
JE306,28,10,1,100
JE306,29,1,0,0
JE306,30,0,1,0
JE306,31,1,1,10
JE306,32,10,1,10
JE306,33,1,1,10
JE306,34,10,1,10
JE307,1,0,0,10
JE307,2,0,0,1
JE307,3,0,0,1
JE307,4,1,0,10
JE307,5,1,1,0
JE307,6,0,0,10
JE307,7,10,1,10
JE307,8,1,0,10
JE307,9,0,1,1
JE307,10,0,1,0
JE307,11,1,0,10
JE307,12,1,0,0
JE307,13,0,1,1
JE307,14,0,0,10
JE307,15,1,0,0
JE307,16,1,0,1
JE307,17,1,1,0
JE307,18,0,0,1
JE307,19,1,0,0
JE307,20,0,1,0
JE307,21,1,0,1
JE307,22,0,0,10
JE307,23,0,1,0
JE307,24,0,0,1
JE307,25,10,0,100
DE400,1,0,1,0
DE400,2,0,0,1
DE400,3,0,0,10
DE400,4,0,1,0
DE400,5,0,0,1
DE400,6,0,1,0
DE400,7,0,0,1
DE400,8,0,0,1
DE396,1,10,0,0
DE396,2,0,0,1
DE396,3,1,0,0
DE396,4,0,0,10
DE396,5,0,0,10
DE396,6,1,0,1
DE396,7,0,1,0
DE396,8,1,0,0
DE396,9,1,0,0
DE372,1,1,0,0
DE372,2,0,1,0
DE372,3,1,0,0
DE372,4,0,1,0
DE372,5,0,1,0
DE372,6,0,1,0
DE376,1,1,0,0
DE376,2,1,0,0
DE376,3,0,0,1
DE376,4,1,0,0
DE376,5,0,1,0
DE376,6,0,1,0
DE377,1,1,0,0
DE377,2,1,0,0
DE377,3,1,0,0
DE377,4,1,0,0
DE377,5,0,0,1
DE377,6,1,0,0
DE377,7,1,0,0
DE377,8,10,0,0
DE377,9,1,0,0
DE377,10,1,0,0
DE377,11,1,0,0
DE377,12,1,0,10
DE408,1,1,0,0
DE408,2,1,0,0
DE420,1,0,1,0
JE337,1,0,1,0
JE337,2,0,0,1
JE337,3,1,0,0
JE337,4,0,0,1
JE337,5,1,0,0
JE337,6,0,1,0
JE337,7,10,0,0
JE337,8,1,0,0
JE337,9,1,0,0
JE337,10,10,0,1
JE337,11,10,0,0
JE337,12,10,0,0
JE337,13,1,0,0
JE337,14,10,0,0
JE337,15,10,0,10
JE337,16,1,0,0
JE337,17,10,0,0
JE337,18,0,1,0
JE337,19,10,0,0
JE337,20,100,10,10
JE337,21,0,0,10
JE308,1,1,0,0
JE308,2,0,0,1
JE308,3,1,0,100
JE308,4,1,0,0
DE378,1,1,0,0
DE378,2,1,0,0
DE378,3,1,1,0
DE432,1,0,1,0
JE309,1,0,0,100
JE309,2,10,0,1000
JE309,3,1,0,100
JE309,4,10,0,1000
JE309,5,1,0,100
JE309,6,0,0,1000
JE309,7,0,0,10
JE309,8,10,0,100
JE309,9,10,1,1000
JE309,10,0,0,100
JE309,11,0,0,1000
JE309,12,10,0,1000
JE309,13,1,0,1000
JE309,14,10,0,1000
JE309,15,1,0,100
JE309,16,0,1,100
JE309,17,10,0,100
JE309,18,10,0,10
JE309,19,0,0,1000
JE309,20,10,0,100
JE309,21,0,0,10
JE309,22,0,1,100
JE309,23,0,0,10
JE309,24,0,0,10
JE309,25,0,0,100
JE309,26,1,1,1000
JE309,27,1,0,10
JE309,28,1,1,1000
JE309,29,10,1,0
JE309,30,0,0,10
JE309,31,0,0,10
JE309,32,1,1,0
JE309,33,0,0,100
JE309,34,1,0,1000
JE309,35,0,0,10
JE309,36,0,1,100
JE309,37,10,0,1000
JE309,38,1,0,100
JE309,39,0,0,100
JE309,40,1,0,0
JE309,41,10,10,1000
DE398,1,1,0,0
DE398,2,1,0,0
DE398,3,1,0,0
DE398,4,0,1,0
DE398,5,0,1,0
DE373,1,1,0,0
DE373,2,1,0,0
DE373,3,1,0,0
DE373,4,1,0,0
DE373,5,1,0,0
DE373,6,1,0,0
DE373,7,1,0,0
DE373,8,1,0,0
DE373,9,0,1,0
DE373,10,0,1,0
DE373,11,1,0,0
DE373,12,1,0,0
DE394,1,1,0,0
DE394,2,1,0,0
DE394,3,1,0,0
DE394,4,1,0,0
JE310,1,1,0,0
JE310,2,1,0,0
JE310,3,0,1,0
JE310,4,0,1,1
JE310,5,1,0,0
JE310,6,1,0,0
JE310,7,1,0,1
JE310,8,0,1,0
JE310,9,0,1,0
JE310,10,1,0,0
JE310,11,1,0,0
JE310,12,1,0,0
JE310,13,1,10,0
JE310,14,0,0,10
JE310,15,1,0,0
JE310,16,10,0,0
JE310,17,1,0,0
JE310,18,1,0,0
JE310,19,1,0,0
JE310,20,0,1,0
JE310,21,1,1,0
JE310,22,10,1,1
JE310,23,1,0,0
JE310,24,0,1,0
JE310,25,10,0,0
JE311,1,1,0,1
JE311,2,1,0,0
JE311,3,1,1,0
JE311,4,1,0,0
DE374,1,1,10,0
DE374,2,1,10,100
DE374,3,0,1,0
DE374,4,1,10,0
DE374,5,1,1,0
DE374,6,0,1,0
DE374,7,1,0,0
DE374,8,1,0,0
DE374,9,1,1,0
DE374,10,0,1,1
DE374,11,1,0,1
DE374,12,0,0,10
DE374,13,1,0,0
DE374,14,0,1,0
DE374,15,1,0,0
DE379,1,1,0,0
DE379,2,0,1,0
DE375,1,0,1,0
DE375,2,0,1,0
DE375,3,1,0,0
DE375,4,0,1,0
DE375,5,0,1,0
DE375,6,0,1,0
DE380,1,10,1,0
DE380,2,0,1,10
DE380,3,10,1,1
DE380,4,0,0,1
DE380,5,1,1,0
DE380,6,0,0,1
DE380,7,0,0,1
DE380,8,0,0,10
DE380,9,0,0,1
DE380,10,0,0,1
DE380,11,1,0,0
DE380,12,1,0,1
DE380,13,1,0,10
DE380,14,1,0,0
DE380,15,1,0,0
DE380,16,0,0,1
DE380,17,0,0,1
DE380,18,1,0,0
JE314,1,0,1,10
JE314,2,0,0,10
JE314,3,1,0,1
JE314,4,0,1,0
JE314,5,1,0,100
JE314,6,1,0,0
JE314,7,10,0,10
JE314,8,10,0,100
JE314,9,1,1,100
JE314,10,1,0,0
JE314,11,1,0,1
JE314,12,10,0,0
JE314,13,10,0,1000
JE314,14,10,0,100
JE314,15,10,0,10
JE314,16,10,0,100
JE314,17,10,0,0
JE314,18,10,0,10
JE314,19,1,0,0
JE314,20,10,0,0
JE314,21,10,0,0
JE314,22,10,0,10
JE314,23,10,0,100
JE314,24,0,0,10
JE314,25,1,0,10
JE314,26,1,0,100
JE314,27,1,0,0
JE314,28,10,0,1000
JE314,29,1,1,10
JE314,30,10,0,0
DE395,1,1,10,0
DE395,2,0,1,0
DE395,3,1,0,0
DE395,4,1,1,1
DE395,5,1,0,0
DE395,6,0,1,0
DE395,7,10,1,0
DE395,8,1,0,0
DE395,9,0,0,1
DE395,10,1,1,0
DE395,11,1,0,0
DE397,1,1,0,1
DE397,2,1,0,0
DE397,3,0,0,1
DE397,4,1,1,0
DE397,5,0,1,0
DE399,1,0,1,0
JE312,1,0,1,0
JE312,2,100,0,0
JE312,3,0,1,0
JE312,4,0,0,10
JE312,5,0,0,100
JE312,6,10,0,100
JE312,7,10,0,100
JE312,8,10,0,0
JE312,9,0,0,10
JE312,10,0,0,10
JE312,11,1,1,100
JE312,12,1,0,100
JE312,13,1,0,1
JE312,14,10,0,100
JE312,15,10,1,0
JE312,16,10,0,100
JE312,17,10,0,0
JE312,18,10,0,10
JE312,19,1,0,10
JE312,20,1,0,0
JE312,21,10,1,10
JE312,22,10,0,100
JE313,1,10,1,100
JE313,2,100,10,1000
JE313,3,1,0,10
JE313,4,10,1,100
JE313,5,10,0,10
JE313,6,1,0,100
JE313,7,1,0,100
JE313,8,10,0,10
JE313,9,1,0,10
JE313,10,1,0,10
JE313,11,10,0,0
JE313,12,1,0,10
DE381,1,1,0,0
DE381,2,0,1,0
DE381,3,0,1,0
DE381,4,0,1,0
DE381,5,1,0,0
DE381,6,1,0,0
DE381,7,1,1,0
DE381,8,1,0,0
DE381,9,1,1,0
DE381,10,10,0,0
DE381,11,1,1000,0
DE381,12,0,1,0
JE316,1,10,0,10
JE316,2,0,1,0
JE316,3,0,1,0
JE316,4,1,1,100
JE316,5,0,0,100
JE316,6,1,0,0
JE316,7,1,0,0
JE316,8,1,0,10
JE316,9,10,0,10
JE316,10,1,0,1
JE316,11,1,0,10
JE316,12,1,0,10
JE316,13,1,0,10
JE316,14,10,1,10
JE316,15,0,0,10
JE316,16,1,0,1
JE316,17,1,0,10
JE316,18,0,0,10
JE316,19,1,0,10
JE316,20,0,1,0
JE338,1,1,10,100
JE338,2,1,10,10
JE338,3,10,0,100
JE338,4,10,1,100
JE338,5,100,10,1000
JE338,6,1,0,10
JE338,7,0,1,100
JE338,8,1,0,10
JE338,9,10,1,10
JE338,10,1,1,10
JE338,11,10,1,100
JE338,12,1,0,0
JE338,13,1,1,10
JE338,14,100,10,1000
JE338,15,10,1,100
JE338,16,1,0,10
JE338,17,10,0,100
JE338,18,10,0,10
JE363,1,0,0,10
JE363,2,10,0,0
JE363,3,1,0,1
JE363,4,1,10,10
JE363,5,10,0,10
JE363,6,1,1,1
JE363,7,10,1,0
JE363,8,1,1,10
JE363,9,10,0,100
JE363,10,10,1,10
JE363,11,10,1,10
JE363,12,10,1,10
JE363,13,10,10,10
JE315,1,0,1,10
JE315,2,0,1,10
JE315,3,10,10,100
JE315,4,1,10,100
JE315,5,0,10,10
JE315,6,1,0,0
JE315,7,10,1,0
JE315,8,10,10,100
JE315,9,10,10,100
JE340,1,1,0,10
JE340,2,1,0,0
JE340,3,10,1,0
JE340,4,1,0,10
JE340,5,10,0,10
JE340,6,10,0,10
JE341,1,10,10,0
JE341,2,10,0,0
JE341,3,1,0,0
JE341,4,0,1,0
JE341,5,10,1,10
JE341,6,1,0,0
JE341,7,1,0,0
JE341,8,10,10,0
JE341,9,1,0,0
JE341,10,10,0,0
JE341,11,10,1,0
JE341,12,10,1,10
JE341,13,1,0,0
DE501,1,0,0,1
DE501,2,0,0,1
DE505,1,0,1,0
DE506,1,0,0,1
DE506,2,0,1,1
DE506,3,0,1,0
DE506,4,0,0,1
DE506,5,0,0,1
DE506,6,0,1,0
DE506,7,0,1,1
DE506,8,0,0,10
DE506,9,0,0,1
DE506,10,0,0,1
DE506,11,0,1,0
DE510,1,0,1,10
DE510,2,0,1,0
DE510,3,0,0,1
DE510,4,0,0,1
DE510,5,0,0,10
DE510,6,0,0,10
JE412,1,1,0,0
JE412,2,0,0,1
JE412,3,0,0,1
JE412,4,0,0,1
JE412,5,1,1,1
JE412,6,0,1,0
DE516,1,0,0,1
DE516,2,0,1,0
JE401,1,0,1,0
JE401,2,0,1,0
JE401,3,0,1,0
JE401,4,0,0,1
JE401,5,0,1,1
JE401,6,0,1,0
JE401,7,0,0,1
JE401,8,0,1,10
JE401,9,0,0,10
JE401,10,0,1,1
JE401,11,0,0,100
JE401,12,0,1,10
JE402,1,0,1,1
JE402,2,0,0,1
JE402,3,0,1,1
JE402,4,0,1,0
JE402,5,0,1,0
JE402,6,0,1,0
JE402,7,0,1,0
JE402,8,0,1,0
JE402,9,0,1,1
JE402,10,0,0,1
JE403,1,0,1,0
JE404,1,0,0,10
JE404,2,0,0,1
DE517,1,0,0,0
DE517,2,0,1,0
DE517,3,0,0,1
DE517,4,0,0,1
DE517,5,0,0,0
DE517,6,0,0,1
DE517,7,0,0,1
DE517,8,0,10,1
DE517,9,0,1,1
DE517,10,0,1,0
DE517,11,0,10,1
DE517,12,0,1,1
DE517,13,1,1,0
DE517,14,0,0,0
DE517,15,0,0,0
DE517,16,0,10,0
DE517,17,0,0,1
DE517,18,0,0,0
DE517,19,0,1,10
DE517,20,0,1,10
DE517,21,0,0,0
DE517,22,0,1,1
DE517,23,1,0,0
DE517,24,1,1,1
DE517,25,1,0,0
DE517,26,1,0,0
DE517,27,0,0,10
DE515,1,0,1,0
DE515,2,1,1,0
DE515,3,1,0,0
DE515,4,1,0,0
DE531,1,10,0,0
DE531,2,0,1,0
DE531,3,1,0,0
DE531,4,0,1,0
DE531,5,1,0,0
DE531,6,10,0,0
DE531,7,1,0,0
DE531,8,0,1,0
DE531,9,1,0,0
DE531,10,0,1,0
DE531,11,0,1,0
DE513,1,0,1,0
DE513,2,0,1,0
DE513,3,0,0,1
DE513,4,0,1,0
DE513,5,0,0,1
DE513,6,1,0,0
DE513,7,0,1,0
DE513,8,0,0,100
DE513,9,0,0,100
DE513,10,1,1,0
DE513,11,0,0,100
DE513,12,0,0,100
DE513,13,0,0,100
DE513,14,0,0,10
DE513,15,0,0,100
DE513,16,0,1,10
DE513,17,0,0,100
DE513,18,0,0,10
DE513,19,0,0,10
DE513,20,0,0,10
DE513,21,1,0,10
DE513,22,0,0,10
DE513,23,1,0,100
DE513,24,0,0,10
DE513,25,0,0,10
DE513,26,0,0,10
DE513,27,0,0,10
DE513,28,0,1,10
DE513,29,10,0,10
DE513,30,1,0,0
DE513,31,0,0,10
DE513,32,1,0,0
DE513,33,1,0,0
DE513,34,1,0,0
DE513,35,10,0,0
DE513,36,1,0,100
DE513,37,0,1,10
DE513,38,0,0,10
DE513,39,1,0,0
DE513,40,1,0,0
DE513,41,1,0,0
DE513,42,0,0,10
DE513,43,0,0,10
DE513,44,1,0,10
DE513,45,1,0,0
DE513,46,1,0,1
DE513,47,1,0,1
DE513,48,1,1,1
DE513,49,0,1,0
DE519,1,1,0,0
DE513,50,0,1,0
JE407,1,0,1,0
DE514,1,0,0,1
DE514,2,0,0,10
JE417,1,0,1,0
JE417,2,0,0,1
JE418,1,1,0,10
JE418,2,0,1,0
JE418,3,0,1,0
JE418,4,0,0,1
JE418,5,0,1,10
JE418,6,1,0,10
JE418,7,1,0,1
JE418,8,10,1,1
JE418,9,0,0,10
DE520,1,0,0,10
DE520,2,0,1,0
DE520,3,0,0,10
DE520,4,0,0,1
DE520,5,0,0,1
DE520,6,1,1,0
DE520,7,0,0,1
DE520,8,0,0,10
DE520,9,0,0,1
DE520,10,0,0,10
DE520,11,0,1,1
DE520,12,1,10,0
DE520,13,1,0,0
DE520,14,1,0,0
DE520,15,1,0,0
DE520,16,0,1,0
DE520,17,0,1,0
DE520,18,0,0,1
DE520,19,0,0,10
DE520,20,1,1,0
DE520,21,0,0,1
DE520,22,1,0,1
DE520,23,0,0,1
DE520,24,0,0,1
DE520,25,0,0,1
DE520,26,0,0,10
DE520,27,0,0,1
DE520,28,0,0,10
DE520,29,0,1,0
DE520,30,0,1,0
DE520,31,0,1,0
DE520,32,1,0,0
DE520,33,1,0,0
DE520,34,1,0,0
DE520,35,0,0,1
DE520,36,1,0,0
DE520,37,1,0,0
DE520,38,0,0,10
DE520,39,0,0,1
DE520,40,0,0,1
DE520,41,1,0,0
DE520,42,1,0,0
DE520,43,1,0,0
DE520,44,1,0,0
DE520,45,1,0,0
DE520,46,1,0,0
DE520,47,0,1,0
DE521,1,0,0,10
DE521,2,10,0,100
DE521,3,0,0,10
DE521,4,1,1,100
DE521,5,1,1,10
DE521,6,1,0,100
DE521,7,1,10,1000
DE521,8,0,1,100
DE521,9,0,0,10
DE521,10,1,0,0
DE521,11,1,10,100
DE521,12,0,1,10
DE521,13,0,0,10
DE521,14,0,0,10
DE521,15,0,0,10
DE521,16,0,0,10
DE521,17,0,0,10
DE521,18,0,0,100
DE521,19,0,0,1
DE521,20,0,0,100
DE521,21,1,0,10
DE521,22,1,0,0
DE521,23,0,0,10
DE521,24,0,10,0
DE521,25,1,0,0
DE521,26,0,1,0
DE521,27,0,0,1
JE414,1,0,1,0
JE414,2,0,1,100
JE414,3,0,0,100
JE414,4,0,1,100
JE414,5,0,1,0
JE414,6,0,0,10
JE414,7,0,0,10
JE414,8,0,0,10
JE414,9,10,0,10
JE414,10,0,1,10
JE414,11,0,1,0
JE414,12,0,1,0
JE414,13,1,0,100
JE414,14,0,1,0
DE523,1,0,0,1
DE523,2,0,0,1
DE523,3,1,0,0
DE523,4,0,0,1
DE523,5,0,0,10
DE523,6,0,0,10
DE523,7,0,0,1
DE523,8,0,0,10
DE523,9,0,0,1
DE523,10,0,0,1
DE523,11,0,0,1
DE523,12,0,0,1
DE523,13,1,0,0
DE523,14,0,0,1
DE523,15,0,0,1
DE523,16,0,0,1
DE523,17,0,0,10
DE523,18,0,0,10
DE523,19,0,1,0
DE523,20,0,0,100
DE523,21,0,0,100
DE523,22,1,0,100
DE523,23,1,0,0
DE523,24,0,0,10
DE523,25,0,0,1
DE523,26,0,0,100
DE523,27,0,0,1
DE523,28,0,0,1
DE523,29,0,0,1
DE523,30,0,1,0
DE523,31,0,1,0
DE523,32,0,0,1
DE523,33,1,0,0
DE523,34,1,0,0
DE523,35,0,1,0
DE523,36,0,1,0
DE523,37,0,1,0
DE523,38,0,1,0
DE523,39,0,1,0
DE523,40,1,0,0
JE415,1,1,1,100
JE415,2,0,0,100
JE415,3,0,1,0
JE415,4,0,1,0
JE415,5,0,1,0
JE415,6,0,0,10
JE415,7,1,10,0
JE415,8,0,10,10
JE415,9,0,0,10
JE415,10,0,0,10
JE415,11,0,0,1
JE415,12,0,0,10
JE415,13,0,0,10
JE415,14,0,0,10
JE415,15,1,10,100
DE524,1,1,0,0
DE524,2,0,0,1
DE524,3,0,0,1
DE524,4,0,0,1
DE524,5,0,0,1
DE524,6,0,0,10
DE524,7,0,0,10
DE524,8,0,0,10
DE524,9,0,0,1
DE524,10,1,0,100
DE524,11,0,0,10
DE524,12,0,0,1
DE524,13,0,1,1
DE524,14,0,0,10
DE524,15,0,0,1
DE524,16,0,0,1
DE524,17,0,0,1
DE524,18,0,0,10
DE524,19,0,0,1
DE524,20,0,1,1
DE524,21,0,0,10
DE524,22,0,0,100
DE524,23,0,0,10
DE524,24,0,1,0
DE524,25,0,0,1
DE524,26,0,0,10
DE524,27,0,0,10
DE524,28,0,0,100
DE524,29,0,0,10
DE524,30,0,0,10
DE524,31,0,0,1
DE524,32,0,0,1
DE524,33,0,0,10
DE524,34,0,0,1
DE524,35,0,0,10
DE524,36,0,0,10
DE524,37,1,0,10
DE524,38,0,0,1
DE524,39,0,0,1
DE524,40,0,0,10
DE524,41,1,0,0
DE524,42,0,1,0
DE524,43,0,0,1
DE525,1,0,1,0
DE525,2,0,0,1
DE525,3,0,1,0
DE525,4,1,0,0
DE525,5,1,0,0
DE525,6,0,0,1
DE525,7,0,1,0
DE525,8,0,0,10
DE525,9,0,1,0
DE525,10,1,0,0
DE525,11,1,0,0
DE525,12,0,0,10
DE525,13,0,1,1
DE525,14,0,0,1
DE525,15,0,1,1
DE525,16,0,0,10
DE525,17,0,0,1
DE525,18,0,0,10
DE525,19,1,1,100
DE525,20,0,0,10
DE525,21,1,0,0
DE525,22,0,0,1
DE525,23,0,0,10
DE525,24,0,0,10
DE525,25,1,0,0
DE525,26,0,1,0
DE525,27,0,0,1
DE525,28,0,0,10
DE525,29,1,1,10
DE525,30,0,0,10
DE525,31,0,0,10
DE525,32,0,0,100
DE525,33,0,0,1
DE525,34,0,0,1
DE525,35,0,1,0
DE525,36,0,0,1
DE525,37,0,0,10
DE525,38,0,0,10
DE525,39,0,0,100
DE525,40,0,0,1
DE525,41,0,0,1
DE525,42,0,1,1
DE525,43,0,1,0
DE525,44,0,1,0
DE525,45,0,1,0
DE525,46,1,0,0
DE525,47,1,0,0
DE525,48,0,1,0
DE525,49,0,1,0
DE525,50,0,0,1
DE525,51,0,0,1
DE525,52,1,0,1
DE525,53,10,10,10000
DE526,1,0,1,0
DE526,2,1,0,1
DE526,3,0,1,0
DE526,4,0,1,0
DE526,5,1,1,0
DE526,6,1,0,0
DE526,7,1,0,1
JE419,1,0,0,100
JE419,2,10,10,100
JE419,3,0,1,100
JE419,4,0,1,10
JE419,5,1,0,10
JE419,6,0,1,10
JE419,7,0,1,0
JE419,8,1,0,0
JE419,9,1,1,100
JE419,10,0,0,100
JE419,11,0,1,100
JE419,12,0,0,100
JE419,13,0,0,100
JE419,14,1,0,100
JE419,15,1,0,10
JE419,16,0,0,10
DE527,1,1,0,0
DE527,2,0,1,0
DE527,3,0,1,1
DE527,4,1,0,0
DE527,5,0,1,0
DE527,6,0,0,1
DE527,7,1,0,0
DE527,8,1,0,0
DE527,9,0,0,1
DE527,10,0,0,1
DE527,11,0,1,0
DE527,12,1,0,1
DE527,13,0,0,10
DE527,14,0,0,1
DE527,15,0,0,1
DE527,16,0,0,1
DE527,17,1,0,0
DE527,18,0,0,1
DE527,19,1,0,0
DE527,20,0,0,1
DE527,21,0,0,1
DE527,22,0,1,0
DE527,23,1,0,0
DE527,24,0,0,1
DE527,25,0,0,1
DE527,26,0,1,0
DE527,27,0,0,1
DE527,28,1,0,0
DE527,29,0,1,0
DE527,30,1,0,0
DE527,31,0,1,0
DE527,32,1,0,0
DE527,33,0,0,1
DE527,34,1,0,0
DE528,1,0,1,1
DE528,2,0,1,0
DE528,3,0,1,0
DE528,4,0,0,1
DE528,5,0,0,10
