ufn,sam.proc.date,sample.int,dry.content.w,wet.content.w,corrected.ww,fullness.cat,fullness.mean,fullness.est,kingdom,phylum,class,order,infraorder,family,genus,species_1,plot.taxon.g,plot.taxon.d,plot.taxon,life.stage,sex,DI,count,size,length.min,length.max,length.avg,length.corr,group.weight,corrected.weight,comment
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,3,3,2-5,2.5,2.5,2.5,NA,0.5,0.77,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Copepodite,Calanoid,<CV,NA,2,2,2-5,0.9,0.9,0.9,NA,0.4,0.616,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,1.6,2.464,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiid,Euphausiidae,Euphausiidae,furcilia,NA,1,1,2-5,3,3,3,NA,0.05,0.077,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiid,Euphausiidae,Euphausiidae,furcilia,NA,2,6,2-5,2.75,3.25,3,NA,0.9,1.386,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiid,Euphausiidae,Euphausiidae,furcilia,NA,3,5,2-5,2.75,3.25,3,NA,0.5,0.77,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiid,Euphausiidae,Euphausiidae,furcilia,NA,4,8,2-5,NA,NA,NA,NA,0.5,0.77,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,1,2,1-2,1.5,1.5,1.5,NA,0.1,0.154,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,1,2,2-5,2,2.3,2.15,NA,0.05,0.077,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,3,3,1-2,1.25,1.5,1.38,NA,0.05,0.077,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,2.75,2.75,2.75,NA,0.2,0.308,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,4,5,2-5,NA,NA,NA,NA,1,1.54,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,2,2-5,0.6,0.75,2.7,NA,0.01,0.0154,NA
U1005,2/5/2018,NA,NA,15.9,24.486,1-25,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,1,5-10,1.25,1.25,5.47,NA,0.05,0.077,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,8,2-5,NA,NA,NA,NA,1.2,1.848,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,1,2,2-5,2.75,3,2.88,NA,0.7,1.078,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,3,4,2-5,2.75,3,2.88,NA,1.3,2.002,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,NA,NA,4,1,2-5,NA,NA,NA,NA,0.1,0.154,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,1.3,2.002,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Eucalanidae,Eucalanus,NA,Calanoid copepod,Eucalanus,Eucalanus,NA,NA,4,1,5-10,5.5,5.5,5.5,NA,1,1.54,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,NA,NA,4,2,2-5,NA,NA,NA,NA,0.05,0.077,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,calytopsis,NA,3,1,2-5,2.2,2.2,2.2,NA,0.05,0.077,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,2,2,2-5,3,3.2,3.1,NA,0.5,0.77,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,2.25,2.25,2.25,NA,0.05,0.077,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,4,3,2-5,NA,NA,NA,NA,0.4,0.616,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,2,5-10,2,2.25,9.69,NA,1.5,2.31,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,3,2-5,0.7,0.8,3.06,NA,0.01,0.0154,NA
U1006,2/5/2018,NA,NA,10.3,15.862,1-25,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,3,5-10,1.5,1.75,7.28,NA,1.2,1.848,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,3,2-5,NA,NA,NA,NA,0.8,1.232,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,0.8,1.232,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Eucalanidae,Eucalanus,NA,Calanoid copepod,Eucalanus,Eucalanus,NA,NA,4,1,5-10,7,7,7,NA,2,3.08,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,1,1,2-5,3.25,3.25,3.25,NA,0.7,1.078,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,3,1,2-5,3,3,3,NA,0.05,0.077,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,5,>10,2,2.5,10.29,NA,4.9,7.546,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,11,5-10,1.25,1.75,6.68,NA,4.6,7.084,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,1,5-10,6,6,6,NA,1.1,1.694,NA
U1007,2/6/2018,NA,NA,14.3,22.022,1-25,12.5,20,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,2,2-5,4,4,4,NA,0.7,1.078,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapod,Brachyura,Brachyura,NA,NA,2,1,5-10,5.1,5.1,5.1,NA,1,1.54,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,5,2-5,NA,NA,NA,NA,3,4.62,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,NA,NA,4,3,2-5,4,4,4,NA,1.6,2.464,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,NA,NA,3,1,2-5,3.5,3.5,3.5,NA,0.2,0.308,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,4.6,7.084,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,3,2-5,0.75,1,3.66,NA,0.9,1.386,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,8,5-10,1.25,1.3,5.59,NA,2.3,3.542,NA
U1013,6/12/2017,NA,NA,14.2,21.868,1-25,12.5,15,Animalia,Arthropoda,Malacostraca,Decapoda,Anomura,Paguridae,NA,NA,Decapod,Paguridae,Paguridae,megalopa,NA,3,1,2-5,3.5,3.5,3.5,NA,2,3.08,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,14,2-5,NA,NA,NA,NA,5.1,7.854,34.8
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,C5-6,F,1,5,2-5,3.37,3.87,3.62,NA,4.7,7.238,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,C5-6,M,1,5,2-5,3.3,3.9,3.6,NA,4.5,6.93,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,C5-6,F,2,4,2-5,3.37,3.87,3.62,NA,4.2,6.468,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,NA,NA,3,6,2-5,3.37,3.87,3.62,NA,3.9,6.006,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,18.3,28.182,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,NA,NA,NA,NA,NA,NA,Other,Other,Other,NA,NA,2,3,<1,0.44,0.5,0.47,NA,0,0,see photo: SEMSP_eggs02
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Gammaridae,NA,NA,Amphipod,Gammaridae,Gammaridae,NA,NA,4,1,2-5,4.15,4.15,4.15,NA,0.7,1.078,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Gammaridae,NA,NA,Amphipod,Gammaridae,Gammaridae,NA,NA,3,1,2-5,2.5,2.5,2.5,NA,0.7,1.078,NA
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Malacostraca,Amphipoda,NA,Hyperiidae,NA,NA,Amphipod,Hyperiidae,Hyperiidae,NA,NA,4,1,1-2,NA,NA,NA,NA,0,0,eyes only
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,mature,NA,1,1,5-10,8.06,8.06,8.06,NA,1,1.54,length = head and body together. Head is 2.03 long
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,6,5-10,1.36,1.63,6.65,NA,1.8,2.772,housings? empty cells
U1014,2017-06-27,NA,15.6,57.9,89.166,51-75,62.5,70,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,NA,Calanoid copepod,Paraeuchaeta,Paraeuchaeta,NA,NA,4,2,2-5,NA,NA,NA,NA,7.3,11.242,NA
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,NA,NA,4,1,<1,0.45,0.45,0.45,NA,0.01,0.0154,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,57,1-2,NA,NA,NA,NA,9.2,14.168,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Calanoid <2mm,Calanoid,NA,NA,2,7,1-2,1.5,1.5,1.5,NA,0.3,0.462,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Calanoid <2mm,Calanoid,NA,NA,3,20,1-2,1.5,1.5,1.5,NA,1.3,2.002,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,NA,NA,1,1,1-2,1.75,1.75,1.75,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,8.2,12.628,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,NA,NA,4,2,2-5,4,4,4,NA,1.1,1.694,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,NA,NA,2,1,<1,0.9,0.9,0.9,NA,0.01,0.0154,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,Grapsidae,NA,NA,Decapod,Grapsidae,Grapsidae,NA,NA,3,1,1-2,1.75,1.75,1.75,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Harpacticoida,NA,NA,NA,NA,Other,Harpacticoida,Harpacticoida,NA,NA,2,1,1-2,1.1,1.1,1.1,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,NA,Other,Insecta,Insect,NA,NA,4,1,2-5,NA,NA,NA,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,2,19,2-5,2.25,3,2.63,NA,4,6.16,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,NA,NA,4,6,2-5,NA,NA,NA,NA,0.5,0.77,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Nauplius,Nauplius,NA,NA,2,1,<1,0.85,0.85,0.85,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,1,1,5-10,1.5,1.5,6.68,NA,0.2,0.308,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Larvacean,Oikopleura,Oikopleura,NA,NA,4,1,5-10,NA,NA,NA,NA,0.01,0.0154,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,NA,NA,2,18,1-2,1.5,1.5,1.5,NA,1.1,1.694,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1023,1/4/2018,NA,7.9,28.9,44.506,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,NA,NA,3,10,1-2,1.5,1.5,1.5,NA,0.3,0.462,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Aetideidae,Aetideus,NA,Calanoid copepod,Aetideus,Aetideus,NA,NA,1,2,2-5,2.2,2.1,2.15,NA,0.3,0.462,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Aetideidae,Aetideus,NA,Calanoid copepod,Aetideus,Aetideus,NA,NA,3,1,2-5,2.2,2.2,2.2,NA,0.1,0.154,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,NA,NA,1,2,<1,0.8,0.9,0.85,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,NA,NA,2,3,<1,0.6,0.8,0.7,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapod,Digested decapod,Decapod,zoea,NA,4,1,2-5,2.3,2.3,2.3,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,33,2-5,NA,NA,NA,NA,5.1,7.854,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,NA,Decapod,Digested decapod,Decapod,NA,NA,4,1,2-5,NA,NA,NA,NA,0.05,0.077,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,NA,2.9,4.466,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
U1024,1/5/2018,NA,3.6,16.2,24.948,26-50,37.5,NA,Animalia,Arthropoda,Maxillopoda,Calanoida,NA,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,NA,NA,1,1,2-5,3.2,3.2,3.2,NA,0.5,0.77,sample appears to be much more degraded than usual - likely due to contents being stored directly in etoh
